Year,World,Northern Hemisphere,Southern Hemisphere
2015,399.95,401.68,398.22
2016,403.12,405.11,401.12
2017,405.74,407.77,403.72
2018,408.56,410.59,406.52
2019,411.34,413.39,409.29
2020,414.1,416.18,412.02
2021,416.84,418.96,414.73
2022,419.61,421.76,417.46
2023,422.44,424.63,420.26
2024,425.33,427.56,423.11
2025,428.29,430.55,426.03
2026,431.31,433.6,429.01
2027,434.39,436.72,432.06
2028,437.53,439.89,435.16
2029,440.73,443.13,438.33
2030,444,446.43,441.56
2031,447.32,449.78,444.87
2032,450.7,453.16,448.23
2033,454.09,456.57,451.61
2034,457.52,460.01,455.03
2035,460.97,463.48,458.47
2036,464.46,466.98,461.94
2037,467.97,470.5,465.44
2038,471.52,474.07,468.98
2039,475.1,477.66,472.54
2040,478.72,481.29,476.15
2041,482.37,484.94,479.79
2042,486.03,488.61,483.46
2043,489.7,492.28,487.13
2044,493.38,495.95,490.8
2045,497.06,499.64,494.48
2046,500.75,503.33,498.17
2047,504.44,507.02,501.86
2048,508.15,510.73,505.57
2049,511.87,514.45,509.28
2050,515.59,518.18,513.01
2051,519.33,521.91,516.75
2052,523.07,525.65,520.5
2053,526.81,529.38,524.25
2054,530.55,533.11,527.99
2055,534.28,536.84,531.72
2056,538.01,540.56,535.46
2057,541.74,544.29,539.2
2058,545.47,548.01,542.94
2059,549.21,551.74,546.67
2060,552.94,555.47,550.41
2061,556.67,559.18,554.15
2062,560.39,562.9,557.89
2063,564.1,566.59,561.6
2064,567.79,570.27,565.31
2065,571.46,573.93,568.99
2066,575.12,577.58,572.66
2067,578.76,581.21,576.32
2068,582.39,584.83,579.96
2069,586.01,588.43,583.59
2070,589.61,592.02,587.2
2071,593.2,595.58,590.82
2072,596.74,599.09,594.39
2073,600.21,602.53,597.89
2074,603.61,605.9,601.33
2075,606.95,609.2,604.7
2076,610.22,612.44,608
2077,613.42,615.61,611.23
2078,616.56,618.72,614.4
2079,619.63,621.76,617.5
2080,622.64,624.74,620.54
2081,625.58,627.64,623.53
2082,628.46,630.49,626.44
2083,631.27,633.26,629.29
2084,634.01,635.96,632.06
2085,636.68,638.59,634.77
2086,639.28,641.16,637.41
2087,641.81,643.65,639.98
2088,644.28,646.08,642.48
2089,646.67,648.43,644.91
2090,648.99,650.72,647.27
2091,651.24,652.93,649.56
2092,653.43,655.07,651.78
2093,655.54,657.15,653.94
2094,657.59,659.15,656.03
2095,659.57,661.09,658.05
2096,661.47,662.95,660
2097,663.31,664.75,661.87
2098,665.08,666.48,663.68
2099,666.78,668.13,665.42
2100,668.4,669.72,667.09
2101,669.96,671.27,668.65
2102,671.49,672.78,670.19
2103,673.02,674.31,671.74
2104,674.57,675.85,673.29
2105,676.12,677.39,674.85
2106,677.67,678.93,676.41
2107,679.22,680.48,677.97
2108,680.78,682.02,679.53
2109,682.34,683.57,681.1
2110,683.89,685.12,682.67
2111,685.45,686.66,684.23
2112,687,688.21,685.79
2113,688.55,689.75,687.35
2114,690.09,691.29,688.9
2115,691.64,692.82,690.45
2116,693.18,694.35,692
2117,694.71,695.88,693.54
2118,696.24,697.4,695.08
2119,697.76,698.91,696.61
2120,699.28,700.42,698.14
2121,700.79,701.92,699.66
2122,702.29,703.41,701.17
2123,703.79,704.9,702.68
2124,705.28,706.39,704.18
2125,706.76,707.86,705.67
2126,708.24,709.32,707.15
2127,709.71,710.78,708.63
2128,711.16,712.23,710.1
2129,712.62,713.68,711.56
2130,714.06,715.11,713.01
2131,715.49,716.54,714.45
2132,716.92,717.95,715.88
2133,718.33,719.36,717.31
2134,719.74,720.76,718.73
2135,721.14,722.15,720.13
2136,722.53,723.53,721.53
2137,723.91,724.9,722.92
2138,725.28,726.26,724.3
2139,726.64,727.62,725.67
2140,728,728.96,727.03
2141,729.34,730.29,728.38
2142,730.67,731.62,729.72
2143,731.99,732.93,731.05
2144,733.3,734.23,732.38
2145,734.61,735.53,733.69
2146,735.9,736.81,734.99
2147,737.18,738.08,736.28
2148,738.45,739.34,737.56
2149,739.71,740.6,738.83
2150,740.96,741.84,740.09
2151,742.2,743.07,741.33
2152,743.43,744.29,742.57
2153,744.64,745.49,743.79
2154,745.84,746.68,745
2155,747.02,747.85,746.19
2156,748.18,749.01,747.36
2157,749.33,750.15,748.52
2158,750.47,751.27,749.66
2159,751.59,752.38,750.79
2160,752.69,753.48,751.9
2161,753.78,754.56,753
2162,754.85,755.62,754.08
2163,755.91,756.67,755.14
2164,756.95,757.7,756.2
2165,757.97,758.72,757.23
2166,758.98,759.72,758.25
2167,759.98,760.71,759.25
2168,760.96,761.68,760.24
2169,761.92,762.63,761.21
2170,762.87,763.57,762.17
2171,763.8,764.49,763.11
2172,764.71,765.4,764.03
2173,765.61,766.29,764.94
2174,766.5,767.17,765.83
2175,767.37,768.02,766.71
2176,768.22,768.87,767.57
2177,769.06,769.7,768.42
2178,769.88,770.51,769.24
2179,770.68,771.3,770.06
2180,771.47,772.08,770.86
2181,772.24,772.85,771.64
2182,773,773.59,772.4
2183,773.74,774.33,773.15
2184,774.46,775.04,773.89
2185,775.17,775.74,774.6
2186,775.87,776.43,775.31
2187,776.54,777.09,775.99
2188,777.2,777.75,776.66
2189,777.85,778.38,777.31
2190,778.47,779,777.95
2191,779.09,779.6,778.57
2192,779.68,780.19,779.17
2193,780.26,780.76,779.76
2194,780.82,781.31,780.33
2195,781.37,781.85,780.89
2196,781.9,782.37,781.43
2197,782.41,782.88,781.95
2198,782.91,783.37,782.46
2199,783.39,783.84,782.95
2200,783.86,784.3,783.42
2201,784.31,784.74,783.88
2202,784.74,785.16,784.32
2203,785.15,785.57,784.74
2204,785.55,785.96,785.15
2205,785.94,786.33,785.54
2206,786.3,786.69,785.92
2207,786.65,787.03,786.28
2208,786.99,787.36,786.62
2209,787.3,787.66,786.94
2210,787.6,787.96,787.25
2211,787.89,788.23,787.55
2212,788.16,788.49,787.82
2213,788.41,788.73,788.08
2214,788.64,788.96,788.33
2215,788.86,789.17,788.56
2216,789.07,789.36,788.77
2217,789.25,789.54,788.96
2218,789.42,789.7,789.14
2219,789.57,789.84,789.3
2220,789.71,789.97,789.45
2221,789.83,790.08,789.57
2222,789.93,790.18,789.69
2223,790.02,790.26,789.78
2224,790.09,790.32,789.86
2225,790.14,790.36,789.92
2226,790.18,790.39,789.97
2227,790.2,790.4,790
2228,790.21,790.4,790.01
2229,790.2,790.38,790.01
2230,790.17,790.34,789.99
2231,790.12,790.29,789.96
2232,790.06,790.22,789.9
2233,789.98,790.13,789.83
2234,789.89,790.03,789.75
2235,789.78,789.91,789.65
2236,789.65,789.77,789.53
2237,789.51,789.62,789.39
2238,789.35,789.45,789.24
2239,789.17,789.27,789.08
2240,788.98,789.07,788.89
2241,788.77,788.85,788.69
2242,788.54,788.62,788.47
2243,788.3,788.36,788.24
2244,788.04,788.1,787.99
2245,787.77,787.81,787.73
2246,787.48,787.52,787.44
2247,787.17,787.2,787.15
2248,786.85,786.87,786.83
2249,786.51,786.52,786.5
2250,786.15,786.16,786.15
2251,785.78,785.78,785.78
2252,785.4,785.4,785.4
2253,785.03,785.03,785.03
2254,784.66,784.66,784.66
2255,784.29,784.29,784.29
2256,783.92,783.92,783.92
2257,783.55,783.55,783.55
2258,783.19,783.19,783.19
2259,782.82,782.82,782.82
2260,782.46,782.46,782.46
2261,782.1,782.1,782.1
2262,781.74,781.74,781.74
2263,781.38,781.38,781.38
2264,781.02,781.02,781.02
2265,780.66,780.66,780.66
2266,780.3,780.3,780.3
2267,779.95,779.95,779.95
2268,779.59,779.59,779.59
2269,779.24,779.24,779.24
2270,778.88,778.88,778.88
2271,778.53,778.53,778.53
2272,778.18,778.18,778.18
2273,777.83,777.83,777.83
2274,777.48,777.48,777.48
2275,777.13,777.13,777.13
2276,776.78,776.79,776.78
2277,776.44,776.44,776.44
2278,776.09,776.09,776.09
2279,775.75,775.75,775.75
2280,775.41,775.41,775.41
2281,775.06,775.06,775.06
2282,774.72,774.72,774.72
2283,774.38,774.38,774.38
2284,774.04,774.04,774.04
2285,773.7,773.7,773.7
2286,773.36,773.37,773.36
2287,773.03,773.03,773.03
2288,772.69,772.69,772.69
2289,772.36,772.36,772.36
2290,772.02,772.02,772.02
2291,771.69,771.69,771.69
2292,771.36,771.36,771.36
2293,771.03,771.03,771.02
2294,770.69,770.69,770.69
2295,770.36,770.37,770.36
2296,770.04,770.04,770.04
2297,769.71,769.71,769.71
2298,769.38,769.38,769.38
2299,769.05,769.05,769.05
2300,768.73,768.73,768.73
2301,768.4,768.4,768.4
2302,768.08,768.08,768.08
2303,767.76,767.76,767.75
2304,767.43,767.43,767.43
2305,767.11,767.11,767.11
2306,766.79,766.79,766.79
2307,766.47,766.47,766.47
2308,766.15,766.15,766.15
2309,765.83,765.83,765.83
2310,765.51,765.51,765.51
2311,765.19,765.19,765.19
2312,764.88,764.88,764.88
2313,764.56,764.56,764.56
2314,764.24,764.25,764.24
2315,763.93,763.93,763.93
2316,763.61,763.62,763.61
2317,763.3,763.3,763.3
2318,762.99,762.99,762.99
2319,762.68,762.68,762.68
2320,762.36,762.36,762.36
2321,762.05,762.05,762.05
2322,761.74,761.74,761.74
2323,761.43,761.43,761.43
2324,761.12,761.12,761.12
2325,760.82,760.82,760.81
2326,760.51,760.51,760.51
2327,760.2,760.2,760.2
2328,759.89,759.89,759.89
2329,759.59,759.59,759.59
2330,759.28,759.28,759.28
2331,758.97,758.98,758.97
2332,758.67,758.67,758.67
2333,758.37,758.37,758.37
2334,758.06,758.06,758.06
2335,757.76,757.76,757.76
2336,757.46,757.46,757.46
2337,757.16,757.16,757.16
2338,756.85,756.85,756.85
2339,756.55,756.55,756.55
2340,756.25,756.25,756.25
2341,755.95,755.95,755.95
2342,755.65,755.65,755.65
2343,755.36,755.36,755.36
2344,755.06,755.06,755.06
2345,754.76,754.76,754.76
2346,754.46,754.46,754.46
2347,754.17,754.17,754.17
2348,753.87,753.87,753.87
2349,753.57,753.57,753.57
2350,753.28,753.28,753.28
2351,752.98,752.99,752.98
2352,752.69,752.69,752.69
2353,752.4,752.4,752.4
2354,752.1,752.1,752.1
2355,751.81,751.81,751.81
2356,751.52,751.52,751.52
2357,751.23,751.23,751.23
2358,750.94,750.94,750.94
2359,750.65,750.65,750.65
2360,750.35,750.36,750.35
2361,750.07,750.07,750.07
2362,749.78,749.78,749.78
2363,749.49,749.49,749.49
2364,749.2,749.2,749.2
2365,748.91,748.91,748.91
2366,748.62,748.62,748.62
2367,748.34,748.34,748.34
2368,748.05,748.05,748.05
2369,747.77,747.77,747.76
2370,747.48,747.48,747.48
2371,747.19,747.19,747.19
2372,746.91,746.91,746.91
2373,746.63,746.63,746.63
2374,746.34,746.34,746.34
2375,746.06,746.06,746.06
2376,745.78,745.78,745.78
2377,745.49,745.49,745.49
2378,745.21,745.21,745.21
2379,744.93,744.93,744.93
2380,744.65,744.65,744.65
2381,744.37,744.37,744.37
2382,744.09,744.09,744.09
2383,743.81,743.81,743.81
2384,743.53,743.53,743.53
2385,743.25,743.25,743.25
2386,742.97,742.97,742.97
2387,742.7,742.7,742.69
2388,742.42,742.42,742.42
2389,742.14,742.14,742.14
2390,741.86,741.86,741.86
2391,741.59,741.59,741.59
2392,741.31,741.31,741.31
2393,741.04,741.04,741.04
2394,740.76,740.76,740.76
2395,740.49,740.49,740.49
2396,740.21,740.21,740.21
2397,739.94,739.94,739.94
2398,739.67,739.67,739.67
2399,739.39,739.39,739.39
2400,739.12,739.12,739.12
2401,738.85,738.85,738.85
2402,738.58,738.58,738.58
2403,738.31,738.31,738.31
2404,738.04,738.04,738.04
2405,737.77,737.77,737.77
2406,737.5,737.5,737.5
2407,737.23,737.23,737.23
2408,736.96,736.96,736.96
2409,736.69,736.69,736.69
2410,736.42,736.42,736.42
2411,736.15,736.15,736.15
2412,735.89,735.89,735.89
2413,735.62,735.62,735.62
2414,735.35,735.35,735.35
2415,735.09,735.09,735.09
2416,734.82,734.82,734.82
2417,734.56,734.56,734.56
2418,734.29,734.29,734.29
2419,734.03,734.03,734.03
2420,733.76,733.76,733.76
2421,733.5,733.5,733.5
2422,733.24,733.24,733.24
2423,732.97,732.97,732.97
2424,732.71,732.71,732.71
2425,732.45,732.45,732.45
2426,732.19,732.19,732.19
2427,731.93,731.93,731.93
2428,731.66,731.67,731.66
2429,731.41,731.41,731.4
2430,731.15,731.15,731.14
2431,730.89,730.89,730.88
2432,730.63,730.63,730.63
2433,730.37,730.37,730.37
2434,730.11,730.11,730.11
2435,729.85,729.85,729.85
2436,729.59,729.59,729.59
2437,729.34,729.34,729.33
2438,729.08,729.08,729.08
2439,728.82,728.82,728.82
2440,728.57,728.57,728.57
2441,728.31,728.31,728.31
2442,728.05,728.06,728.05
2443,727.8,727.8,727.8
2444,727.54,727.55,727.54
2445,727.29,727.29,727.29
2446,727.04,727.04,727.04
2447,726.78,726.78,726.78
2448,726.53,726.53,726.53
2449,726.28,726.28,726.28
2450,726.03,726.03,726.03
2451,725.77,725.77,725.77
2452,725.52,725.52,725.52
2453,725.27,725.27,725.27
2454,725.02,725.02,725.02
2455,724.77,724.77,724.77
2456,724.52,724.52,724.52
2457,724.27,724.27,724.27
2458,724.02,724.02,724.02
2459,723.77,723.77,723.77
2460,723.52,723.52,723.52
2461,723.28,723.28,723.27
2462,723.03,723.03,723.03
2463,722.78,722.78,722.78
2464,722.53,722.53,722.53
2465,722.29,722.29,722.29
2466,722.04,722.04,722.04
2467,721.79,721.79,721.79
2468,721.55,721.55,721.55
2469,721.3,721.3,721.3
2470,721.06,721.06,721.06
2471,720.81,720.81,720.81
2472,720.57,720.57,720.57
2473,720.33,720.33,720.33
2474,720.08,720.08,720.08
2475,719.84,719.84,719.84
2476,719.6,719.6,719.6
2477,719.35,719.35,719.35
2478,719.11,719.11,719.11
2479,718.87,718.87,718.87
2480,718.63,718.63,718.63
2481,718.39,718.39,718.39
2482,718.15,718.15,718.15
2483,717.91,717.91,717.91
2484,717.67,717.67,717.67
2485,717.43,717.43,717.43
2486,717.19,717.19,717.19
2487,716.95,716.95,716.95
2488,716.71,716.71,716.71
2489,716.47,716.47,716.47
2490,716.23,716.23,716.23
2491,716,716,716
2492,715.76,715.76,715.76
2493,715.52,715.52,715.52
2494,715.29,715.29,715.29
2495,715.05,715.05,715.05
2496,714.81,714.81,714.81
2497,714.58,714.58,714.58
2498,714.34,714.34,714.34
2499,714.11,714.11,714.11
2500,713.99,713.99,713.99
